Crop Category,DateRecv,Entered,ID,EnteredBy,DocNum,CardCode,Ship to,Batch #,ItemCode,Description,ItmsGrpNam,WhsCode,Project,Quantity,Affected,Percent,$ Amt,PulpTemp,TruckTemp,Issue1,Issue2,Issue3,Notes,Status,Complaint Category 1,Complaint Category 2,Complaint Category 3,PRODUCTION ZONE,ZONE PACK,PACK ZONE,ZONE SHIP,ZONE AGING,RECEIVED @ WAREHOUSE,AGE @ JF RECEIVING,JF FACILITY (LAW/SSF),SHIP TO CUST,TOTAL AGING,DAYS TO COMPLAINT,AGE @ TIME OF COMPLAINT,PO #,INCOMING QUAL SCORE,RECEIVING TEMP,Color,QUALITY DEFECT,,CONDICTIONAL DEFECT 1,,CONDITIONAL DEFECT 2,,SERIOUS CONDITIONAL  DEFECT 1,,SERIOUS CONDITIONAL  DEFECT 2,,QC REP
VEGETABLES,3/28/17,03/28/2017,2689,63,531021,TFD,"5310 E. 25th STREET_x000D__x000D_INDIANAPOLIS, IN  46218",488146,PAF,PADRON PEPPER 12 PINT FAIRTRADE,PADRON,LA1,SJD,180,20,11.11%,351.00,,,Size,Discoloration,,,Protected,QUALITY,,,SJD,13-Mar-2017,SJDVEN,13-Mar-2017,1 ,15-Mar-2017,3 ,LA1,17-Mar-2017,5 ,12 ,17 ,49645 ,92,52,N/A,N/A,0%,DISCOLORATION,16%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,3/28/17,03/28/2017,2689,63,531021,TFD,"5310 E. 25th STREET_x000D__x000D_INDIANAPOLIS, IN  46218",488148,PAF,PADRON PEPPER 12 PINT FAIRTRADE,PADRON,LA1,SJD,180,66,36.67%,"1,158.30",,,Size,Discoloration,,,Protected,QUALITY,,,SJD,13-Mar-2017,SJDVEN,13-Mar-2017,1 ,15-Mar-2017,3 ,LA1,17-Mar-2017,5 ,12 ,17 ,49645 ,95,54,N/A,SCARRING,4.67%,DISCOLORATION,8%,N/A,0%,N/A,0%,N/A,0%,NG
HERBS,3/29/17,03/29/2017,2690,63,531660,RIC,"2555 3RD STREET_x000D_SUITE 210_x000D_SACRAMENTO, CA  95818",489724,bas8,basil lb bulk,basil,SF1,JFM,300,300,100.00%,"1,125.00",,,Other,,,Flowering,Protected,QUALITY,,,VIDFR1,N/A,EXTERNAL VENDOR,N/A,N/A,24-Mar-2017,N/A,SF1,28-Mar-2017,5 ,2 ,7 ,49819 ,66,59,N/A,FLOWERS,33.33%,DISCOLORATION,34%,MECH DAMAGE,8%,WETNESS,1.33%,N/A,0%,NG
TOMATO,3/29/17,03/29/2017,2691,63,532371,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",489586,HXF,HEIRLOOM CHERRY MIX 12 PINT FAIRTRADE,MIXED CHERRY,LA1,SJD,15,15,100.00%,457.50,,,Soft,,,,Protected,SERIOUS CONDITIONAL,,,SJD,22-Mar-2017,SJDVEN,22-Mar-2017,1 ,24-Mar-2017,3 ,LA1,28-Mar-2017,7 ,2 ,9 ,49805 ,76,54,N/A,N/A,0%,SOFTNESS,12%,N/A,0%,DEHYDRATION/WILT,3.33%,N/A,0%,NG
TOMATO,3/29/17,03/29/2017,2691,63,532371,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",490293,SUP,SUGAR PLUM GRAPE 12 PINT,GRAPE TOMATO,LA1,DCN,50,19,38.00%,313.50,,,Soft,Shrivel (Fruit),Decay,,Rejected,SERIOUS CONDITIONAL,CONDITIONAL,,VEGFR1,N/A,EXTERNAL VENDOR,N/A,N/A,24-Mar-2017,N/A,LA1,28-Mar-2017,5,2,7,286192,83,49,4*5,N/A,0%,DISCOLORATION,2.67%,SOFTNESS,1.07%,DECAY,0.13%,DEHYDRATION/SHRIVEL,1.33%,NG
TOMATO,3/29/17,03/29/2017,2691,63,532371,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",490345,SUP,SUGAR PLUM GRAPE 12 PINT,GRAPE TOMATO,LA1,DCN,50,20,40.00%,330.00,,,Soft,Shrivel (Fruit),Decay,,Rejected,SERIOUS CONDITIONAL,CONDITIONAL,,VEGFR1,N/A,EXTERNAL VENDOR,N/A,N/A,24-Mar-2017,N/A,LA1,28-Mar-2017,5,2,7,286192,83,49,4*5,N/A,0%,DISCOLORATION,2.67%,SOFTNESS,1.07%,DECAY,0.13%,DEHYDRATION/SHRIVEL,1.33%,NG
TOMATO,3/29/17,03/29/2017,2691,63,532371,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",490346,SUP,SUGAR PLUM GRAPE 12 PINT,GRAPE TOMATO,LA1,DCN,50,11,22.00%,181.50,,,Soft,Shrivel (Fruit),Decay,,Rejected,SERIOUS CONDITIONAL,CONDITIONAL,,VEGFR1,N/A,EXTERNAL VENDOR,N/A,N/A,24-Mar-2017,N/A,LA1,28-Mar-2017,5,2,7,285945,86,48,5,N/A,0%,SOFTNESS,3.2%,N/A,0%,ABNORMAL SOFTNESS,0.8%,N/A,0%,NG
TOMATO,3/30/17,03/30/2017,2692,63,532369,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",489917,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,75,73,97.33%,"1,788.50",,,Soft,Shrivel (Fruit),Decay,,Rejected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,25-Mar-2017,SJDVEN,25-Mar-2017,1 ,27-Mar-2017,3 ,LA1,29-Mar-2017,5 ,2 ,7 ,49839 ,67,53,6,N/A,0%,SOFTNESS,19.33%,N/A,0%,DEHYDRATION/SHRIVEL,5.33%,N/A,0%,NG
TOMATO,3/30/17,03/30/2017,2692,63,532369,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",489920,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,75,2,2.67%,49.00,,,Soft,Shrivel (Fruit),Decay,,Rejected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,25-Mar-2017,SJDVEN,25-Mar-2017,1 ,27-Mar-2017,3 ,LA1,29-Mar-2017,5 ,2 ,7 ,49839 ,63,53,6,INSECT DAMAGE,3.33%,SOFTNESS,15.33%,N/A,0%,DEHYDRATION/SHRIVEL,7.33%,N/A,0%,NG
TOMATO,3/30/17,03/30/2017,2693,63,531196,OGC,"1800-B PRAIRIE ROAD_x000D__x000D_EUGENE, OR  97402",489795,HXF,HEIRLOOM CHERRY MIX 12 PINT FAIRTRADE,MIXED CHERRY,LA1,SON,80,80,100.00%,"1,960.00",49,,Mold,Shrivel (Fruit),Soft,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SON,24-Mar-2017,SONVEN,24-Mar-2017,1 ,24-Mar-2017,1 ,LA1,26-Mar-2017,3 ,5 ,8 ,285738 ,80,52,N/A,N/A,0%,SOFTNESS,7.33%,N/A,0%,DEHYDRATION/SHRIVEL,2.67%,N/A,0%,NG
HERBS,3/30/17,03/30/2017,2694,68,531582,RIC,"2555 3RD STREET_x000D_SUITE 210_x000D_SACRAMENTO, CA  95818",489672,spm8,spearmint lb bulk,spearmint,SF1,JF,150,50,33.33%,162.50,,,Insect Damage,,,,Rejected,QUALITY,,,PESVEN,23-Mar-2017,PESVEN,23-Mar-2017,1 ,24-Mar-2017,1 ,LA1,25-Mar-2017,3 ,6 ,9 ,49792 ,66,53,N/A,INSECT DAMAGE,13.33%,INSECT PRESENCE,16.67%,N/A,0%,N/A,0%,N/A,0%,CB
HERBS,3/30/17,03/30/2017,2695,68,531590,SYSSEA,"22820 54th AVENUE S._x000D__x000D_KENT, WA  98032",489279,chi4oz,chives 4oz bag,chives,SF1,JF,7,7,100.00%,33.60,,,Yellowing Leaves,Decay,,,Rejected,QUALITY,SERIOUS CONDITIONAL,,FREVEN,3/20/2017,FREVEN,3/20/2017,1,20-Mar-2017,1,SF1,26-Mar-2017,6,2 ,8,49723 ,80,49,N/A,INSECT DAMAGE,18%,MECHANICAL DAMAGE,17.33%,N/A,0%,YELLOWING,2%,N/A,0%,CB
VEGETABLES,3/31/17,03/31/2017,2696,61,532625,MAI,"1601 E. OLYMPIC BLVD, SUITE 509-510, LOS ANGELES, CA  90021",475151,GAS,GARLIC SUPER JUMBO 30LB,GARLIC,LA1,DCA,80,40,50.00%,"1,000.00",,,SPROUTING,,,,Protected,QUALITY,,,PUEBL1,28-Dec-2016,PUEBL1,28-Dec-2017,1,28-Dec-2016,1,LA1,28-Mar-2017,90,1,91,277185,100,40,N/A,N/A,0%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,CB
TOMATO,3/31/17,04/03/2017,2697,63,531428,WHO,"17900 E. 32nd Ave._x000D_suite #30_x000D_Aurora, CO  80011",490107,RPR,RED PEAR 12 HALF PINT,RED PEAR,LA1,TOR,12,12,100.00%,264.00,,,Dehydration (Leafy Green),Soft,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,TOR,26-Mar-2017,TORVEN,26-Mar-2017,1 ,26-Mar-2017,1 ,LA1,28-Mar-2017,3 ,4 ,7 ,285963 ,47,50,6,N/A,0%,DISCOLORATION,9.33%,SOFTNESS,6%,DEHYDRATION/SHRIVEL,14%,N/A,0%,NG
VEGETABLES,4/3/17,04/03/2017,2698,63,532167,EAR,"2101 JERROLD AVE_x000D_SUITE 100_x000D_SAN FRANCISCO, CA  94124-1603",490423,PCP,PERSIAN CUCUMBER 8CT 1LB,PERSIAN CUC,SF1,DCN,15,15,100.00%,360.00,,,Mold,,,,Rejected,SERIOUS CONDITIONAL,,,TERGR1,N/A,EXTERNAL VENDOR,N/A,N/A,26-Mar-2017,N/A,SF1,1-Apr-2017,6,3,9,286086,53,69,N/A,SCARRING,9.33%,SOFTNESS,8%,N/A,0%,DEHYDRATION/SHRIVEL,10%,N/A,0%,NG
HERBS,4/3/17,04/03/2017,2699,107,532903,KRGRAL,"1500 EASTRIDGE AVENUE_x000D__x000D_RIVERSIDE, CA  92507",490297,chi3k,chives 3ct 2/3oz clamshells Kroger,chives,LA1,JF,45,45,100.00%,113.40,,,Yellowing Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,WATVEN,3/27/2017,WATVEN,3/27/2017,1,29-Mar-2017,3,LA1,2-Apr-2017,7,2 ,9,49866 ,91,44,N/A,N/A,0%,DISCOLORATION,8%,N/A,0%,YELLOWING,2%,N/A,0%,NG
VEGETABLES,4/3/17,04/04/2017,2700,63,533155,CHA,"5301 Rivergrade Rd._x000D__x000D_Irwindale, CA",490751,ENG,ENGLISH PEA 28LB,ENGLISH PEAS,LA1,BCN,1,1,100.00%,48.00,,,Insect Damage,,,60% Insect Damage,Customer Kept,QUALITY,,,BCN,30-Mar-2017,BCNVEN,30-Mar-2017,1 ,31-Mar-2017,2 ,LA1,3-Apr-2017,5 ,1 ,6 ,49917 ,64,54,N/A,INSECT DAMAGE,100%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,4/4/17,04/04/2017,2701,63,533185,JOM,"4501 E 49th street_x000D__x000D_Vernon,   90021",491053,ZBF,ZUCCHINI BAJA SOL FANCY 22LB,ZUCCHINI,LA1,ZAR,80,10,12.50%,128.00,,,Color - Low,,,,Rejected,QUALITY,,,ZAR,1-Apr-2017,ZARVEN,1-Apr-2017,1 ,3-Apr-2017,3 ,LA1,3-Apr-2017,3 ,2 ,5 ,49963 ,80,50,N/A,SCARRING,36%,DISCOLORATION,21.33%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,4/4/17,04/04/2017,2701,63,533185,JOM,"4501 E 49th street_x000D__x000D_Vernon,   90021",491057,ZBF,ZUCCHINI BAJA SOL FANCY 22LB,ZUCCHINI,LA1,ZAR,80,70,87.50%,896.00,,,Color - Low,,,,Rejected,QUALITY,,,ZAR,1-Apr-2017,ZARVEN,1-Apr-2017,1 ,3-Apr-2017,3 ,LA1,3-Apr-2017,3 ,2 ,5 ,49963 ,89,53,N/A,SCARRING,44%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,4/4/17,04/04/2017,2701,63,533185,JOM,"4501 E 49th street_x000D__x000D_Vernon,   90021",491030,ZUX,ZUCCHINI XTRA FANCY 22LB,ZUCCHINI,LA1,ZAR,80,17,21.25%,217.60,,,Color - Low,,,,Rejected,QUALITY,,,ZAR,1-Apr-2017,ZARVEN,1-Apr-2017,1 ,3-Apr-2017,3 ,LA1,3-Apr-2017,3 ,2 ,5 ,49963 ,91,53,N/A,SCARRING,34.67%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,4/4/17,04/04/2017,2701,63,533185,JOM,"4501 E 49th street_x000D__x000D_Vernon,   90021",491031,ZUX,ZUCCHINI XTRA FANCY 22LB,ZUCCHINI,LA1,ZAR,80,63,78.75%,806.40,,,Color - Low,,,,Rejected,QUALITY,,,ZAR,1-Apr-2017,ZARVEN,1-Apr-2017,1 ,3-Apr-2017,3 ,LA1,3-Apr-2017,3 ,2 ,5 ,49963 ,85,53,N/A,SCARRING,24%,DISCOLORATION,18.67%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2702,63,532103,CAI,"LAKELAND, FL",490033,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,240,120,50.00%,"1,920.00",44,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,26-Mar-2017,SJDVEN,26-Mar-2017,1 ,28-Mar-2017,3 ,LA1,30-Mar-2017,5 ,6 ,11 ,49858 ,81,50,6,N/A,0%,SOFTNESS,7.33%,N/A,0%,DEHYDRATION/SHRIVEL,2%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2702,63,532103,CAI,"LAKELAND, FL",490120,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,240,120,50.00%,"1,920.00",44,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,26-Mar-2017,SJDVEN,26-Mar-2017,1 ,28-Mar-2017,3 ,LA1,30-Mar-2017,5 ,6 ,11 ,49859 ,81,50,5,INSECT DAMAGE,2.67%,SOFTNESS,4%,N/A,0%,ABNORMAL SOFTNESS,2.67%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2703,63,532942,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",490888,SUB,SUGAR PLUM 18LB LOOSE,GRAPE TOMATO,SF1,TOR,11,11,100.00%,286.00,,,Soft,Overripe,Mold,,Rejected,SERIOUS CONDITIONAL,,,TOR,3/30/2017,TORVEN,3/30/2017,1,3/30/2017,1,LA1,3-Apr-2017,5,2,7,286443,76,50,6,UNDERSIZED,24%,SOFTNESS,10%,N/A,0%,UNHEALED CUTS/SPLITS,1.33%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2703,63,532942,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",490923,SUB,SUGAR PLUM 18LB LOOSE,GRAPE TOMATO,SF1,SJD,9,9,100.00%,234.00,,,Soft,Overripe,Mold,,Rejected,SERIOUS CONDITIONAL,,,SJD,31-Mar-2017,SJDVEN,31-Mar-2017,1 ,2-Apr-2017,3 ,LA1,3-Apr-2017,4 ,2 ,6 ,49948 ,81,55,5,N/A,0%,SOFTNESS,2%,N/A,0%,DEHYDRATION/SHRIVEL,7.33%,N/A,0%,NG
VEGETABLES,4/3/17,04/04/2017,2704,63,531383,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",475116,GAE,GARLIC EXTRA JUMBO 30LB,GARLIC,LA1,DCA,12,12,100.00%,744.00,,,Other,,,"Please credit us for these 12 cs, the product is unsaleable",Rejected,SERIOUS CONDITIONAL,,,PUEBL1,N/A,EXTERNAL VENDOR,N/A,N/A,28-Feb-2017,N/A,LA1,20-Mar-2017,83 ,15 ,98 ,277185 ,96,39,N/A,N/A,0%,N/A,0%,N/A,0%,DECAY,2%,N/A,0%,NG
VEGETABLES,4/3/17,04/04/2017,2705,63,532657,PRO,4535 STILL CREEK AVENUE_x000D_BURNABY BC V5C5W1_x000D_CANADA,490016,GGR,GARLIC GREEN 8LB,GARLIC,LA1,BCN,2,2,100.00%,40.00,,,Other,,,Yellowing,Protected,QUALITY,,,BCN,25-Mar-2017,BCNVEN,25-Mar-2017,1 ,27-Mar-2017,3 ,LA1,29-Mar-2017,5 ,6 ,11 ,49844 ,82,48,N/A,N/A,0%,DISCOLORATION,26.67%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2706,63,532129,WHO,"17900 E. 32nd Ave._x000D_suite #30_x000D_Aurora, CO  80011",490144,SWW,SWEET 100 12 HALF PINT WHOLETRADE,SWEET 100,LA1,SJD,50,50,100.00%,"1,325.00",44,,Soft,Shrivel (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,26-Mar-2017,SJDVEN,26-Mar-2017,1 ,28-Mar-2017,3 ,LA1,30-Mar-2017,5 ,6 ,11 ,49859 ,84,54,5,INSECT DAMAGE,2.67%,N/A,0%,N/A,0%,ABNORMAL SOFTNESS,1.33%,UNHEALED CUTS/SPLITS,0.67%,NG
TOMATO,4/4/17,04/04/2017,2707,63,532687,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",490031,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,40,21,52.50%,514.50,,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,SJD,26-Mar-2017,SJDVEN,26-Mar-2017,1 ,28-Mar-2017,3 ,LA1,31-Mar-2017,6 ,5 ,11 ,49858 ,74,49,6,N/A,0%,DISCOLORATION,4%,SOFTNESS,18.67%,DEHYDRATION/SHRIVEL,1.33%,UNHEALED CUTS/SPLITS,0.67%,NG
TOMATO,4/4/17,04/04/2017,2707,63,532687,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",490121,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,40,2,5.00%,49.00,,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,SJD,26-Mar-2017,SJDVEN,26-Mar-2017,1 ,28-Mar-2017,3 ,LA1,31-Mar-2017,6 ,5 ,11 ,49859 ,85,50,5,N/A,0%,SOFTNESS,9.33%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2707,63,532687,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",490124,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,40,17,42.50%,416.50,,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,SJD,26-Mar-2017,SJDVEN,26-Mar-2017,1 ,28-Mar-2017,3 ,LA1,31-Mar-2017,6 ,5 ,11 ,49859 ,87,50,5,N/A,0%,SOFTNESS,6%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2707,63,532687,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",490125,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,SJD,40,20,50.00%,330.00,,,Shrivel (Fruit),Decay,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,SJD,26-Mar-2017,SJDVEN,26-Mar-2017,1 ,28-Mar-2017,3 ,LA1,31-Mar-2017,6 ,5 ,11 ,49859 ,83,51,5,N/A,0%,SOFTNESS,4%,N/A,0%,DEHYDRATION/SHRIVEL,2%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2707,63,532687,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",490162,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,SJD,40,1,2.50%,16.50,,,Shrivel (Fruit),Decay,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,SJD,24-Mar-2017,SJDVEN,24-Mar-2017,1 ,26-Mar-2017,3 ,LA1,31-Mar-2017,8 ,5 ,13 ,49824 ,81,49,5,N/A,0%,SOFTNESS,10.67%,N/A,0%,ABNORMAL SOFTNESS,1.33%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2707,63,532687,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",490252,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,SJD,40,4,10.00%,66.00,,,Shrivel (Fruit),Decay,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,SJD,27-Mar-2017,SJDVEN,27-Mar-2017,1 ,29-Mar-2017,3 ,LA1,31-Mar-2017,5 ,5 ,10 ,49875 ,73,51,5,INSECT DAMAGE,10%,SOFTNESS,12%,N/A,0%,DEHYDRATION/SHRIVEL,2.67%,N/A,0%,NG
TOMATO,4/4/17,04/04/2017,2707,63,532687,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",490429,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,SJD,40,15,37.50%,247.50,,,Shrivel (Fruit),Decay,,,Protected,CONDITIONAL,SERIOUS CONDITIONAL,,SJD,28-Mar-2017,SJDVEN,28-Mar-2017,1 ,29-Mar-2017,2 ,LA1,31-Mar-2017,4 ,5 ,9 ,49877 ,85,60,6,INSECT DAMAGE,10.67%,SOFTNESS,15.33%,N/A,0%,DEHYDRATION/SHRIVEL,2%,N/A,0%,NG
HERBS,4/4/17,04/04/2017,2708,63,533291,GRE,"453 VALLEY DRIVE_x000D_BRISBANE, CA  94005",491306,sti7,stinging nettle lb bag,misc herbs,SF1,JF,30,30,100.00%,240.00,,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,PESVEN,4/3/2017,PESVEN,4/3/2017,1,4-Apr-2017,2,SF1,4-Apr-2017,2,1 ,3,49965 ,88,51,N/A,INSECT DAMAGE,10.67%,DISCOLORATION,2%,INSECT PRESENCE/FRASS,9.33%,N/A,0%,N/A,0%,NG
HERBS,4/6/17,04/06/2017,2709,68,532461,SYSSEA,"22820 54th AVENUE S._x000D__x000D_KENT, WA  98032",490295,chi4oz,chives 4oz bag,chives,SF1,JF,10,10,100.00%,48.00,41,,Yellowing Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,FREVEN,3/27/2017,FREVEN,3/27/2017,1,28-Mar-2017,2,SF1,2-Apr-2017,7,5 ,12,49843 ,77,45,N/A,INSECT DAMAGE,10.67%,MECH.DAMAGE,10%,N/A,0%,DEHYDRATION/WILT,2.67%,WETNESS,1.33%,NG
HERBS,4/6/17,04/06/2017,2709,68,532461,SYSSEA,"22820 54th AVENUE S._x000D__x000D_KENT, WA  98032",490295,chi7,chives lb bag,chives,SF1,JF,8,8,100.00%,59.76,41,,Yellowing Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,FREVEN,3/27/2017,FREVEN,3/27/2017,1,28-Mar-2017,2,SF1,2-Apr-2017,7,5 ,12,49843 ,77,45,N/A,INSECT DAMAGE,10.67%,MECH.DAMAGE,10%,N/A,0%,DEHYDRATION/WILT,2.67%,WETNESS,1.33%,NG
VEGETABLES,4/6/17,04/06/2017,2710,63,533312,AFS,"PO BOX 802332_x000D_4721 SIMONTON RD._x000D_DALLAS, TX  75380-2332",475108,GAE,GARLIC EXTRA JUMBO 30LB,GARLIC,LA1,DCA,80,80,100.00%,"5,120.00",,,Other,,,Pretty serious sprouting,Rejected,SERIOUS CONDITIONAL,,,PUEBL1,N/A,EXTERNAL VENDOR,N/A,N/A,28-Dec-2017,N/A,LA1,4-Apr-2017,99 ,3 ,102 ,277185 ,95,40,Low weight,N/A,0%,N/A,0%,N/A,0%,DECAY,2.67%,N/A,0%,NG
VEGETABLES,4/6/17,04/06/2017,2711,63,532997,OGCDC,"1800-B PRAIRIE ROAD_x000D__x000D_EUGENE, OR  97402",491482,SUG,SUGAR SNAP PEA 10LB,SNAP PEAS,LA1,BCN,50,50,100.00%,"1,700.00",49,,Temp. Abuse,,,They report 48 with high temp and we sent 50 boxes.,Protected,SHIPPING/TRANSPORTATION,,,BCN,4-Apr-2017,BCNVEN,4-Apr-2017,1 ,5-Apr-2017,2 ,LA1,5-Apr-2017,2 ,2 ,4 ,50002 ,75,52,N/A,INSECT DAMAGE,100%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,4/6/17,04/06/2017,2711,63,532997,OGCDC,"1800-B PRAIRIE ROAD_x000D__x000D_EUGENE, OR  97402",491476,SNO,SNOW PEA 10LB,SNOW PEAS,LA1,BCN,20,20,100.00%,500.00,49,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,BCN,4-Apr-2017,BCNVEN,4-Apr-2017,1 ,5-Apr-2017,2 ,LA1,5-Apr-2017,2 ,2 ,4 ,50002 ,78,52,N/A,INSECT DAMAGE,63.33%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
VEGETABLES,4/7/17,04/07/2017,2713,63,531120,WHO,"17900 E. 32nd Ave._x000D_suite #30_x000D_Aurora, CO  80011",475383,GAS,GARLIC SUPER JUMBO 30LB,GARLIC,LA1,DCA,70,70,100.00%,"5,040.00",,,Other,,,20%-40% sprouting,Rejected,SERIOUS CONDITIONAL,,,PUEBL1,N/A,EXTERNAL VENDOR,N/A,N/A,29-Dec-2017,N/A,LA1,26-Mar-2017,88 ,13 ,101 ,274812 ,100,40,N/A,N/A,0%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
HERBS,4/10/17,04/10/2017,2714,107,533404,KRGRAL,"2215 S WILMINGTON_x000D__x000D_COMPTON, CA  90220",491173,thy3k,thyme 3ct 2/3oz clamshells Kroger,thyme,LA1,JFM,46,46,100.00%,115.92,,,Dehydration (Leafy Green),,,,Rejected,CONDITIONAL,,,SJD,3/31/2017,SJDVEN,3/31/2017,1,4/2/2017,3,LA1,8-Apr-2017,9,3,12,49948,85,61,N/A,FLOWERS,22%,N/A,0%,N/A,0%,N/A,0%,N/A,0%,NG
HERBS,4/10/17,04/10/2017,2715,107,533773,KRGRAL,"1500 EASTRIDGE AVENUE_x000D__x000D_RIVERSIDE, CA  92507",491308,chi3k,chives 3ct 2/3oz clamshells Kroger,chives,LA1,JF,40,40,100.00%,100.80,,,Yellowing Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,WATVEN,4/3/2017,WATVEN,4/3/2017,1,5-Apr-2017,3,LA1,9-Apr-2017,7,2 ,9,49993 ,85,45,N/A,FLOWERS,2%,DISCOLORATION,13.33%,INSECT PRESENCE/FRASS,8%,N/A,0%,N/A,0%,NG
VEGETABLES,4/11/17,04/11/2017,2716,63,532823,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",475375,GAS,GARLIC SUPER JUMBO 30LB,GARLIC,LA1,DCA,20,20,100.00%,"1,000.00",,,Other,,,sproutting,Protected,SERIOUS CONDITIONAL,,,PUEBL1,N/A,EXTERNAL VENDOR,N/A,N/A,30-Dec-2016,N/A,LA1,3-Apr-2017,95 ,9 ,104 ,274812 ,99,40 ,N/A,N/A,0%,DISCOLORATION,2%,N/A,0%,N/A,0%,N/A,0%,NG
